			tree	tree	kappa	kappa	p	p	q	q	p0	p0	p1	p1	w_p1	w_p1	p_k1	p_k1	p_k2	p_k2	p_k3	p_k3	p_k4	p_k4	p_k5	p_k5	p_k6	p_k6	p_k7	p_k7	p_k8	p_k8	p_k9	p_k9	p_k10	p_k10	w_k1	w_k1	w_k2	w_k2	w_k3	w_k3	w_k4	w_k4	w_k5	w_k5	w_k6	w_k6	w_k7	w_k7	w_k8	w_k8	w_k9	w_k9	w_k10	w_k10
HSPA4	1.0	2.0	7.887	(7.472, 8.277)	3.319	(2.944, 3.63)	0.996	(0.96, 1.0)	27.882	(7.672, 97.75)	1.0	(1.0, 1.0)	0.004	(0.0, 0.04)	1.492	(1.0, 6.409)	0.1	(0.096, 0.1)	0.1	(0.096, 0.1)	0.1	(0.096, 0.1)	0.1	(0.096, 0.1)	0.1	(0.096, 0.1)	0.1	(0.096, 0.1)	0.1	(0.096, 0.1)	0.1	(0.096, 0.1)	0.1	(0.096, 0.1)	0.1	(0.096, 0.1)	0.367	(0.293, 0.451)	0.414	(0.362, 0.475)	0.443	(0.403, 0.491)	0.467	(0.433, 0.503)	0.488	(0.456, 0.518)	0.508	(0.476, 0.539)	0.529	(0.49, 0.566)	0.553	(0.504, 0.594)	0.582	(0.52, 0.632)	0.629	(0.542, 0.701)
HSPA4	1.0	3.0	10.535	(10.037, 11.071)	3.28	(2.917, 3.63)	0.919	(0.003, 1.0)	54.541	(0.005, 99.0)	1.0	(1.0, 1.0)	0.081	(0.0, 0.997)	1.219	(1.0, 2.286)	0.092	(0.0, 0.1)	0.092	(0.0, 0.1)	0.092	(0.0, 0.1)	0.092	(0.0, 0.1)	0.092	(0.0, 0.1)	0.092	(0.0, 0.1)	0.092	(0.0, 0.1)	0.092	(0.0, 0.1)	0.092	(0.0, 0.1)	0.092	(0.0, 0.1)	0.646	(0.0, 0.774)	0.693	(0.0, 0.798)	0.72	(0.0, 0.812)	0.74	(0.0, 0.822)	0.757	(0.0, 0.846)	0.782	(0.344, 0.877)	0.797	(0.348, 0.905)	0.813	(0.353, 0.932)	0.831	(0.36, 0.957)	0.866	(0.783, 0.989)
HSPA4	1.0	4.0	7.633	(7.205, 8.128)	3.355	(3.022, 3.79)	0.998	(0.971, 1.0)	2.115	(1.728, 2.628)	1.0	(1.0, 1.0)	0.002	(0.0, 0.029)	1.751	(1.0, 5.496)	0.1	(0.097, 0.1)	0.1	(0.097, 0.1)	0.1	(0.097, 0.1)	0.1	(0.097, 0.1)	0.1	(0.097, 0.1)	0.1	(0.097, 0.1)	0.1	(0.097, 0.1)	0.1	(0.097, 0.1)	0.1	(0.097, 0.1)	0.1	(0.097, 0.1)	0.127	(0.103, 0.152)	0.226	(0.2, 0.249)	0.3	(0.277, 0.323)	0.366	(0.346, 0.387)	0.429	(0.403, 0.456)	0.491	(0.461, 0.525)	0.556	(0.521, 0.595)	0.626	(0.585, 0.67)	0.707	(0.662, 0.757)	0.822	(0.773, 0.87)
HSPA4	1.0	5.0	9.692	(9.275, 10.104)	3.336	(3.053, 3.637)	0.91	(0.714, 1.0)	15.852	(3.717, 99.0)	1.0	(1.0, 1.0)	0.09	(0.0, 0.286)	1.118	(1.0, 2.044)	0.091	(0.071, 0.1)	0.091	(0.071, 0.1)	0.091	(0.071, 0.1)	0.091	(0.071, 0.1)	0.091	(0.071, 0.1)	0.091	(0.071, 0.1)	0.091	(0.071, 0.1)	0.091	(0.071, 0.1)	0.091	(0.071, 0.1)	0.091	(0.071, 0.1)	0.432	(0.348, 0.549)	0.524	(0.474, 0.574)	0.579	(0.534, 0.626)	0.622	(0.563, 0.685)	0.659	(0.583, 0.737)	0.694	(0.598, 0.78)	0.728	(0.613, 0.82)	0.763	(0.623, 0.864)	0.802	(0.637, 0.909)	0.857	(0.659, 0.959)
HSPA4	2.0	1.0	5.435	(5.143, 5.678)	3.637	(3.157, 4.086)	1.0	(0.997, 1.0)	3.939	(2.725, 5.975)	1.0	(1.0, 1.0)	0.0	(0.0, 0.003)	1.917	(1.0, 9.134)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.074	(0.056, 0.095)	0.109	(0.092, 0.127)	0.135	(0.119, 0.15)	0.158	(0.142, 0.174)	0.18	(0.165, 0.196)	0.203	(0.187, 0.218)	0.228	(0.212, 0.244)	0.258	(0.239, 0.278)	0.297	(0.27, 0.325)	0.367	(0.324, 0.412)
HSPA4	2.0	2.0	8.192	(7.775, 8.609)	3.582	(3.134, 3.987)	0.993	(0.955, 1.0)	22.139	(5.964, 97.564)	1.0	(1.0, 1.0)	0.007	(0.0, 0.045)	1.689	(1.0, 8.442)	0.099	(0.096, 0.1)	0.099	(0.096, 0.1)	0.099	(0.096, 0.1)	0.099	(0.096, 0.1)	0.099	(0.096, 0.1)	0.099	(0.096, 0.1)	0.099	(0.096, 0.1)	0.099	(0.096, 0.1)	0.099	(0.096, 0.1)	0.099	(0.096, 0.1)	0.354	(0.274, 0.446)	0.407	(0.356, 0.472)	0.44	(0.407, 0.49)	0.467	(0.443, 0.503)	0.491	(0.468, 0.523)	0.515	(0.482, 0.549)	0.539	(0.496, 0.577)	0.565	(0.512, 0.615)	0.598	(0.528, 0.659)	0.651	(0.553, 0.731)
HSPA4	2.0	3.0	11.005	(10.48, 11.505)	3.555	(3.196, 3.902)	0.87	(0.003, 1.0)	39.834	(0.017, 99.0)	1.0	(1.0, 1.0)	0.13	(0.0, 0.997)	1.193	(1.0, 2.176)	0.087	(0.0, 0.1)	0.087	(0.0, 0.1)	0.087	(0.0, 0.1)	0.087	(0.0, 0.1)	0.087	(0.0, 0.1)	0.087	(0.0, 0.1)	0.087	(0.0, 0.1)	0.087	(0.0, 0.1)	0.087	(0.0, 0.1)	0.087	(0.0, 0.1)	0.591	(0.0, 0.741)	0.658	(0.0, 0.766)	0.705	(0.0, 0.794)	0.731	(0.002, 0.812)	0.76	(0.368, 0.847)	0.802	(0.713, 1.0)	0.821	(0.722, 1.0)	0.84	(0.733, 1.0)	0.861	(0.747, 1.0)	0.889	(0.768, 1.0)
HSPA4	2.0	4.0	7.928	(7.522, 8.362)	3.597	(3.216, 3.996)	0.993	(0.955, 1.0)	1.991	(1.614, 2.492)	1.0	(1.0, 1.0)	0.007	(0.0, 0.045)	1.398	(1.0, 5.691)	0.099	(0.095, 0.1)	0.099	(0.095, 0.1)	0.099	(0.095, 0.1)	0.099	(0.095, 0.1)	0.099	(0.095, 0.1)	0.099	(0.095, 0.1)	0.099	(0.095, 0.1)	0.099	(0.095, 0.1)	0.099	(0.095, 0.1)	0.099	(0.095, 0.1)	0.122	(0.098, 0.148)	0.222	(0.197, 0.253)	0.299	(0.274, 0.328)	0.368	(0.343, 0.396)	0.433	(0.4, 0.466)	0.498	(0.456, 0.535)	0.565	(0.513, 0.604)	0.637	(0.576, 0.681)	0.721	(0.651, 0.769)	0.836	(0.764, 0.882)
HSPA4	2.0	5.0	10.082	(9.589, 10.638)	3.593	(3.182, 4.052)	0.894	(0.695, 1.0)	15.114	(3.432, 99.0)	1.0	(1.0, 1.0)	0.106	(0.0, 0.305)	1.192	(1.0, 2.259)	0.089	(0.069, 0.1)	0.089	(0.069, 0.1)	0.089	(0.069, 0.1)	0.089	(0.069, 0.1)	0.089	(0.069, 0.1)	0.089	(0.069, 0.1)	0.089	(0.069, 0.1)	0.089	(0.069, 0.1)	0.089	(0.069, 0.1)	0.089	(0.069, 0.1)	0.421	(0.332, 0.534)	0.513	(0.463, 0.572)	0.569	(0.519, 0.615)	0.613	(0.553, 0.679)	0.651	(0.572, 0.727)	0.687	(0.583, 0.777)	0.721	(0.594, 0.824)	0.757	(0.607, 0.869)	0.797	(0.623, 0.914)	0.852	(0.646, 0.963)
HSPA4	8.0	1.0	5.395	(5.112, 5.714)	3.764	(3.338, 4.161)	0.993	(0.98, 1.0)	3.451	(2.168, 5.887)	1.0	(1.0, 1.0)	0.007	(0.0, 0.02)	2.222	(1.0, 10.009)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.071	(0.049, 0.102)	0.109	(0.09, 0.137)	0.137	(0.119, 0.16)	0.162	(0.146, 0.18)	0.187	(0.17, 0.202)	0.213	(0.196, 0.23)	0.242	(0.222, 0.263)	0.275	(0.25, 0.307)	0.32	(0.286, 0.364)	0.399	(0.349, 0.464)
HSPA4	8.0	2.0	8.338	(7.852, 8.88)	3.755	(3.294, 4.202)	0.976	(0.935, 0.996)	21.847	(6.358, 98.502)	1.0	(1.0, 1.0)	0.024	(0.004, 0.065)	1.576	(1.0, 2.189)	0.098	(0.094, 0.1)	0.098	(0.094, 0.1)	0.098	(0.094, 0.1)	0.098	(0.094, 0.1)	0.098	(0.094, 0.1)	0.098	(0.094, 0.1)	0.098	(0.094, 0.1)	0.098	(0.094, 0.1)	0.098	(0.094, 0.1)	0.098	(0.094, 0.1)	0.355	(0.285, 0.442)	0.41	(0.366, 0.464)	0.444	(0.411, 0.479)	0.471	(0.44, 0.501)	0.496	(0.466, 0.525)	0.52	(0.489, 0.551)	0.544	(0.507, 0.584)	0.571	(0.519, 0.62)	0.605	(0.532, 0.664)	0.659	(0.554, 0.74)
HSPA4	8.0	3.0	11.063	(10.485, 11.708)	3.706	(3.297, 4.097)	0.924	(0.006, 0.997)	31.296	(0.007, 99.0)	1.0	(1.0, 1.0)	0.076	(0.003, 0.994)	1.847	(1.0, 2.695)	0.092	(0.001, 0.1)	0.092	(0.001, 0.1)	0.092	(0.001, 0.1)	0.092	(0.001, 0.1)	0.092	(0.001, 0.1)	0.092	(0.001, 0.1)	0.092	(0.001, 0.1)	0.092	(0.001, 0.1)	0.092	(0.001, 0.1)	0.092	(0.001, 0.1)	0.601	(0.0, 0.743)	0.67	(0.0, 0.768)	0.708	(0.0, 0.79)	0.737	(0.0, 0.815)	0.763	(0.084, 0.84)	0.803	(0.704, 0.886)	0.824	(0.714, 0.914)	0.844	(0.725, 0.94)	0.868	(0.738, 0.965)	0.906	(0.775, 0.996)
HSPA4	8.0	4.0	8.015	(7.633, 8.44)	3.76	(3.481, 4.093)	0.982	(0.914, 1.0)	1.929	(1.616, 2.442)	1.0	(1.0, 1.0)	0.018	(0.0, 0.086)	1.886	(1.0, 4.543)	0.098	(0.091, 0.1)	0.098	(0.091, 0.1)	0.098	(0.091, 0.1)	0.098	(0.091, 0.1)	0.098	(0.091, 0.1)	0.098	(0.091, 0.1)	0.098	(0.091, 0.1)	0.098	(0.091, 0.1)	0.098	(0.091, 0.1)	0.098	(0.091, 0.1)	0.121	(0.103, 0.142)	0.223	(0.199, 0.246)	0.302	(0.276, 0.332)	0.373	(0.341, 0.406)	0.44	(0.404, 0.48)	0.507	(0.465, 0.553)	0.575	(0.526, 0.625)	0.649	(0.592, 0.7)	0.733	(0.669, 0.783)	0.847	(0.782, 0.889)
HSPA4	8.0	5.0	10.148	(9.768, 10.576)	3.776	(3.419, 4.194)	0.933	(0.688, 0.994)	10.782	(3.043, 99.0)	1.0	(1.0, 1.0)	0.067	(0.006, 0.312)	1.675	(1.006, 2.421)	0.093	(0.069, 0.099)	0.093	(0.069, 0.099)	0.093	(0.069, 0.099)	0.093	(0.069, 0.099)	0.093	(0.069, 0.099)	0.093	(0.069, 0.099)	0.093	(0.069, 0.099)	0.093	(0.069, 0.099)	0.093	(0.069, 0.099)	0.093	(0.069, 0.099)	0.403	(0.335, 0.524)	0.513	(0.473, 0.58)	0.58	(0.531, 0.633)	0.632	(0.558, 0.688)	0.677	(0.569, 0.737)	0.718	(0.585, 0.785)	0.757	(0.601, 0.833)	0.797	(0.615, 0.879)	0.84	(0.628, 0.922)	0.896	(0.651, 0.968)
MEP1A	1.0	1.0	7.965	(7.561, 8.289)	3.041	(2.851, 3.312)	1.0	(0.999, 1.0)	4.068	(2.914, 5.958)	1.0	(1.0, 1.0)	0.0	(0.0, 0.001)	2.083	(1.0, 8.281)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.076	(0.061, 0.094)	0.111	(0.095, 0.126)	0.136	(0.123, 0.149)	0.159	(0.148, 0.171)	0.181	(0.169, 0.192)	0.203	(0.19, 0.215)	0.228	(0.213, 0.242)	0.257	(0.236, 0.274)	0.296	(0.268, 0.318)	0.364	(0.323, 0.403)
MEP1A	1.0	2.0	11.905	(11.223, 12.37)	3.051	(2.866, 3.25)	0.997	(0.985, 1.0)	19.869	(9.454, 59.461)	1.0	(1.0, 1.0)	0.003	(0.0, 0.015)	2.419	(1.0, 13.166)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.357	(0.312, 0.42)	0.408	(0.375, 0.448)	0.439	(0.411, 0.47)	0.464	(0.437, 0.491)	0.486	(0.459, 0.516)	0.508	(0.481, 0.539)	0.531	(0.497, 0.563)	0.556	(0.517, 0.593)	0.587	(0.538, 0.631)	0.637	(0.562, 0.694)
MEP1A	1.0	3.0	15.842	(15.33, 16.465)	3.076	(2.845, 3.367)	0.732	(0.0, 1.0)	40.454	(0.005, 99.0)	1.0	(1.0, 1.0)	0.268	(0.0, 1.0)	1.133	(1.0, 1.82)	0.073	(0.0, 0.1)	0.073	(0.0, 0.1)	0.073	(0.0, 0.1)	0.073	(0.0, 0.1)	0.073	(0.0, 0.1)	0.073	(0.0, 0.1)	0.073	(0.0, 0.1)	0.073	(0.0, 0.1)	0.073	(0.0, 0.1)	0.073	(0.0, 0.1)	0.512	(0.0, 0.75)	0.561	(0.0, 0.778)	0.612	(0.0, 1.0)	0.629	(0.0, 1.0)	0.643	(0.0, 1.0)	0.704	(0.0, 1.0)	0.729	(0.0, 1.0)	0.743	(0.0, 1.0)	0.758	(0.0, 1.0)	0.782	(0.0, 1.0)
MEP1A	1.0	4.0	11.551	(10.93, 12.453)	3.067	(2.88, 3.276)	0.999	(0.993, 1.0)	2.023	(1.692, 2.444)	1.0	(1.0, 1.0)	0.001	(0.0, 0.007)	1.901	(1.0, 9.503)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.124	(0.103, 0.15)	0.225	(0.201, 0.252)	0.301	(0.275, 0.324)	0.369	(0.339, 0.396)	0.434	(0.4, 0.466)	0.498	(0.458, 0.534)	0.564	(0.522, 0.603)	0.636	(0.591, 0.68)	0.719	(0.67, 0.766)	0.833	(0.786, 0.876)
MEP1A	1.0	5.0	14.599	(14.045, 15.241)	3.076	(2.874, 3.317)	0.879	(0.697, 1.0)	10.304	(3.851, 43.248)	1.0	(1.0, 1.0)	0.121	(0.0, 0.303)	1.036	(1.0, 1.356)	0.088	(0.07, 0.1)	0.088	(0.07, 0.1)	0.088	(0.07, 0.1)	0.088	(0.07, 0.1)	0.088	(0.07, 0.1)	0.088	(0.07, 0.1)	0.088	(0.07, 0.1)	0.088	(0.07, 0.1)	0.088	(0.07, 0.1)	0.088	(0.07, 0.1)	0.422	(0.369, 0.524)	0.514	(0.473, 0.568)	0.569	(0.524, 0.62)	0.615	(0.561, 0.676)	0.66	(0.591, 0.73)	0.695	(0.619, 0.774)	0.729	(0.641, 0.819)	0.765	(0.659, 0.862)	0.805	(0.677, 0.907)	0.862	(0.715, 0.958)
MEP1A	2.0	1.0	8.414	(7.999, 8.858)	3.296	(3.063, 3.487)	1.0	(0.996, 1.0)	3.755	(2.761, 5.853)	1.0	(1.0, 1.0)	0.0	(0.0, 0.004)	2.383	(1.0, 10.038)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.073	(0.058, 0.095)	0.109	(0.095, 0.126)	0.135	(0.122, 0.15)	0.158	(0.146, 0.172)	0.181	(0.169, 0.194)	0.205	(0.192, 0.218)	0.23	(0.216, 0.245)	0.261	(0.243, 0.279)	0.301	(0.274, 0.325)	0.373	(0.331, 0.408)
MEP1A	2.0	2.0	12.648	(11.996, 13.257)	3.301	(3.09, 3.534)	0.997	(0.979, 1.0)	15.919	(7.987, 42.325)	1.0	(1.0, 1.0)	0.003	(0.0, 0.021)	2.118	(1.0, 8.807)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.347	(0.301, 0.405)	0.404	(0.368, 0.445)	0.439	(0.407, 0.466)	0.467	(0.439, 0.491)	0.492	(0.466, 0.515)	0.517	(0.489, 0.542)	0.542	(0.506, 0.572)	0.57	(0.522, 0.605)	0.605	(0.543, 0.647)	0.66	(0.578, 0.717)
MEP1A	2.0	3.0	16.701	(16.038, 17.419)	3.319	(3.066, 3.583)	0.693	(0.0, 1.0)	32.954	(0.005, 99.0)	1.0	(1.0, 1.0)	0.307	(0.0, 1.0)	1.096	(1.0, 1.682)	0.069	(0.0, 0.1)	0.069	(0.0, 0.1)	0.069	(0.0, 0.1)	0.069	(0.0, 0.1)	0.069	(0.0, 0.1)	0.069	(0.0, 0.1)	0.069	(0.0, 0.1)	0.069	(0.0, 0.1)	0.069	(0.0, 0.1)	0.069	(0.0, 0.1)	0.481	(0.0, 0.738)	0.528	(0.0, 0.775)	0.553	(0.0, 0.789)	0.571	(0.0, 0.817)	0.587	(0.0, 0.841)	0.637	(0.0, 1.0)	0.655	(0.0, 1.0)	0.669	(0.0, 1.0)	0.685	(0.0, 1.0)	0.713	(0.0, 1.0)
MEP1A	2.0	4.0	12.202	(11.731, 12.828)	3.297	(3.072, 3.501)	0.998	(0.984, 1.0)	2.006	(1.711, 2.374)	1.0	(1.0, 1.0)	0.002	(0.0, 0.016)	2.942	(1.0, 14.408)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.125	(0.106, 0.15)	0.226	(0.204, 0.255)	0.303	(0.279, 0.331)	0.372	(0.344, 0.397)	0.437	(0.408, 0.462)	0.502	(0.472, 0.528)	0.569	(0.535, 0.598)	0.641	(0.601, 0.675)	0.724	(0.68, 0.764)	0.839	(0.794, 0.876)
MEP1A	2.0	5.0	15.3	(14.653, 16.26)	3.323	(3.077, 3.562)	0.887	(0.677, 1.0)	10.686	(3.321, 54.132)	1.0	(1.0, 1.0)	0.113	(0.0, 0.323)	1.138	(1.0, 1.881)	0.089	(0.068, 0.1)	0.089	(0.068, 0.1)	0.089	(0.068, 0.1)	0.089	(0.068, 0.1)	0.089	(0.068, 0.1)	0.089	(0.068, 0.1)	0.089	(0.068, 0.1)	0.089	(0.068, 0.1)	0.089	(0.068, 0.1)	0.089	(0.068, 0.1)	0.415	(0.359, 0.507)	0.512	(0.472, 0.554)	0.571	(0.528, 0.615)	0.616	(0.559, 0.672)	0.656	(0.578, 0.723)	0.693	(0.597, 0.77)	0.729	(0.611, 0.816)	0.767	(0.626, 0.861)	0.808	(0.644, 0.906)	0.865	(0.676, 0.958)
MEP1A	8.0	1.0	8.406	(8.016, 8.816)	3.399	(3.11, 3.648)	0.993	(0.979, 1.0)	3.152	(2.477, 4.346)	1.0	(1.0, 1.0)	0.007	(0.0, 0.021)	1.786	(1.0, 7.35)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.07	(0.057, 0.089)	0.111	(0.096, 0.128)	0.141	(0.126, 0.155)	0.168	(0.153, 0.181)	0.194	(0.177, 0.209)	0.222	(0.205, 0.238)	0.252	(0.234, 0.272)	0.288	(0.267, 0.312)	0.335	(0.305, 0.367)	0.419	(0.374, 0.461)
MEP1A	8.0	2.0	12.828	(12.251, 13.461)	3.517	(3.266, 3.84)	0.969	(0.899, 1.0)	15.311	(6.6, 47.144)	1.0	(1.0, 1.0)	0.031	(0.0, 0.101)	1.673	(1.0, 7.263)	0.097	(0.09, 0.1)	0.097	(0.09, 0.1)	0.097	(0.09, 0.1)	0.097	(0.09, 0.1)	0.097	(0.09, 0.1)	0.097	(0.09, 0.1)	0.097	(0.09, 0.1)	0.097	(0.09, 0.1)	0.097	(0.09, 0.1)	0.097	(0.09, 0.1)	0.35	(0.309, 0.416)	0.41	(0.376, 0.456)	0.448	(0.422, 0.48)	0.478	(0.454, 0.508)	0.505	(0.475, 0.534)	0.531	(0.494, 0.568)	0.558	(0.512, 0.604)	0.588	(0.532, 0.644)	0.625	(0.551, 0.692)	0.683	(0.579, 0.766)
MEP1A	8.0	3.0	17.096	(16.29, 17.957)	3.491	(3.254, 3.687)	0.746	(0.0, 0.994)	29.307	(0.005, 99.0)	1.0	(1.0, 1.0)	0.254	(0.006, 1.0)	1.404	(1.0, 2.093)	0.075	(0.0, 0.099)	0.075	(0.0, 0.099)	0.075	(0.0, 0.099)	0.075	(0.0, 0.099)	0.075	(0.0, 0.099)	0.075	(0.0, 0.099)	0.075	(0.0, 0.099)	0.075	(0.0, 0.099)	0.075	(0.0, 0.099)	0.075	(0.0, 0.099)	0.519	(0.0, 0.737)	0.581	(0.0, 0.762)	0.619	(0.0, 0.79)	0.644	(0.0, 0.819)	0.664	(0.0, 0.853)	0.702	(0.0, 0.959)	0.721	(0.0, 0.973)	0.746	(0.0, 0.989)	0.765	(0.0, 1.0)	0.802	(0.0, 1.0)
MEP1A	8.0	4.0	12.396	(11.747, 13.011)	3.442	(3.205, 3.722)	0.977	(0.911, 0.999)	1.938	(1.624, 2.32)	1.0	(1.0, 1.0)	0.023	(0.001, 0.089)	1.67	(1.0, 2.357)	0.098	(0.091, 0.1)	0.098	(0.091, 0.1)	0.098	(0.091, 0.1)	0.098	(0.091, 0.1)	0.098	(0.091, 0.1)	0.098	(0.091, 0.1)	0.098	(0.091, 0.1)	0.098	(0.091, 0.1)	0.098	(0.091, 0.1)	0.098	(0.091, 0.1)	0.125	(0.103, 0.146)	0.23	(0.205, 0.255)	0.31	(0.284, 0.335)	0.381	(0.35, 0.411)	0.449	(0.411, 0.48)	0.516	(0.469, 0.55)	0.585	(0.529, 0.621)	0.658	(0.598, 0.696)	0.742	(0.677, 0.783)	0.855	(0.792, 0.893)
MEP1A	8.0	5.0	15.68	(15.044, 16.549)	3.459	(3.223, 3.729)	0.874	(0.681, 0.98)	11.066	(3.492, 98.466)	1.0	(1.0, 1.0)	0.126	(0.02, 0.319)	1.278	(1.0, 1.677)	0.087	(0.068, 0.098)	0.087	(0.068, 0.098)	0.087	(0.068, 0.098)	0.087	(0.068, 0.098)	0.087	(0.068, 0.098)	0.087	(0.068, 0.098)	0.087	(0.068, 0.098)	0.087	(0.068, 0.098)	0.087	(0.068, 0.098)	0.087	(0.068, 0.098)	0.417	(0.355, 0.512)	0.519	(0.476, 0.568)	0.58	(0.525, 0.628)	0.627	(0.557, 0.688)	0.669	(0.572, 0.741)	0.707	(0.588, 0.787)	0.743	(0.601, 0.829)	0.781	(0.615, 0.872)	0.823	(0.631, 0.916)	0.879	(0.658, 0.962)
MYB	1.0	1.0	4.482	(4.225, 4.741)	2.903	(2.637, 3.162)	1.0	(0.998, 1.0)	4.179	(2.613, 6.533)	1.0	(1.0, 1.0)	0.0	(0.0, 0.002)	1.853	(1.0, 8.143)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.076	(0.054, 0.1)	0.112	(0.089, 0.131)	0.137	(0.117, 0.154)	0.159	(0.143, 0.173)	0.181	(0.167, 0.196)	0.204	(0.188, 0.221)	0.229	(0.21, 0.251)	0.258	(0.236, 0.286)	0.297	(0.264, 0.333)	0.365	(0.316, 0.421)
MYB	1.0	2.0	6.705	(6.341, 7.051)	2.859	(2.553, 3.09)	0.995	(0.963, 1.0)	34.394	(7.161, 99.0)	1.0	(1.0, 1.0)	0.005	(0.0, 0.037)	1.143	(1.0, 2.072)	0.099	(0.096, 0.1)	0.099	(0.096, 0.1)	0.099	(0.096, 0.1)	0.099	(0.096, 0.1)	0.099	(0.096, 0.1)	0.099	(0.096, 0.1)	0.099	(0.096, 0.1)	0.099	(0.096, 0.1)	0.099	(0.096, 0.1)	0.099	(0.096, 0.1)	0.363	(0.281, 0.451)	0.411	(0.352, 0.472)	0.44	(0.402, 0.487)	0.464	(0.43, 0.498)	0.485	(0.455, 0.509)	0.506	(0.473, 0.535)	0.528	(0.485, 0.566)	0.552	(0.496, 0.605)	0.581	(0.511, 0.651)	0.629	(0.538, 0.722)
MYB	1.0	3.0	8.858	(8.363, 9.289)	2.908	(2.642, 3.217)	0.929	(0.034, 1.0)	50.104	(0.023, 99.0)	1.0	(1.0, 1.0)	0.071	(0.0, 0.966)	1.181	(1.0, 2.376)	0.093	(0.003, 0.1)	0.093	(0.003, 0.1)	0.093	(0.003, 0.1)	0.093	(0.003, 0.1)	0.093	(0.003, 0.1)	0.093	(0.003, 0.1)	0.093	(0.003, 0.1)	0.093	(0.003, 0.1)	0.093	(0.003, 0.1)	0.093	(0.003, 0.1)	0.635	(0.0, 0.77)	0.69	(0.173, 0.794)	0.725	(0.315, 0.812)	0.747	(0.334, 0.824)	0.767	(0.446, 0.849)	0.802	(0.737, 0.952)	0.819	(0.747, 0.966)	0.836	(0.757, 0.978)	0.855	(0.77, 0.988)	0.882	(0.791, 0.997)
